Date,1y_up,1y_down,2y_up,2y_down,3y_up,3y_down,4y_up,4y_down,5y_up,5y_down,7y_up,7y_down,10y_up,10y_down,30y_up,30y_down,all_up,all_down,base
11Jun2031,0.040606617041606397,0.040608249030594346,0.04060581796041629,0.04060904886413108,0.04060500536718359,0.04060986193623117,0.04060419002036042,0.04061067741791313,0.04060134357958489,0.0406135243388257,0.04059305046942807,0.04062183302391853,0.03973104081542078,0.041480699013881184,0.04263901935153824,0.03861127018309074,0.041718558903196756,0.03949807397669369,0.0406074324935497
11Jun2032,0.04060884591882222,0.04061047808579403,0.040608046750487306,0.040611278006563056,0.04060723406863703,0.040612091167340825,0.040606418632898794,0.040612906737965096,0.040603571881726426,0.040615753969396685,0.04059527786734875,0.040624063560856245,0.03973317521404943,0.04148302422190964,0.042641475312232585,0.038613286697778026,0.0417209106732733,0.03950018357737997,0.04060966145969696
13Jun2033,0.040611074958622775,0.04061270730359852,0.040610275703133226,0.04061350731160919,0.040609462932656736,0.04061432056107428,0.04060864740799354,0.04061513622065038,0.04060580034639026,0.04061798376263506,0.04059750542769361,0.040626294260560365,0.03973530976506832,0.041485349603139814,0.04264393146088917,0.038615303352444105,0.04172326261951814,0.039502293327816476,0.040611890588439656
12Jun2034,0.04060438832696319,0.04060602013798572,0.040603589332908425,0.04060681988430004,0.040602776828282346,0.04060763286773195,0.040601961570364935,0.04060844826048143,0.04059911543995257,0.04061129487090866,0.040590823233917675,0.040619602649733244,0.03972890656916972,0.04147837397904055,0.04263656357879054,0.038609253808371706,0.04171620730927346,0.03949596452574659,0.04060520368998338
11Jun2035,0.04060438832696282,0.040606020137985796,0.04060358933290806,0.04060681988429989,0.04060277682828265,0.04060763286773203,0.04060196157036501,0.040608448260481066,0.04059911543995265,0.04061129487090829,0.04059082323391731,0.04061960264973332,0.039728906569170025,0.0414783739790404,0.042636563578790164,0.03860925380837179,0.04171620730927353,0.03949596452574667,0.04060520368998324
11Jun2036,0.040608845918821995,0.04061047808579425,0.040608046750487084,0.040611278006562834,0.04060723406863703,0.0406120911673406,0.040606418632898794,0.040612906737965096,0.040603571881726426,0.040615753969396685,0.04059527786734897,0.04062406356085647,0.03973317521404943,0.041483024221909415,0.042641475312232585,0.038613286697777804,0.0417209106732733,0.03950018357737975,0.04060966145969718
11Jun2037,0.04060661704160662,0.040608249030594346,0.04060581796041651,0.0406090488641313,0.04060500536718337,0.040609861936231395,0.04060419002036042,0.04061067741791313,0.04060134357958489,0.0406135243388257,0.04059305046942785,0.04062183302391831,0.03973104081542056,0.041480699013881184,0.04263901935153824,0.03861127018309074,0.04171855890319698,0.03949807397669414,0.04060743249354948
11Jun2038,0.04060661704160662,0.04060824903059457,0.04060581796041651,0.04060904886413086,0.04060500536718337,0.04060986193623095,0.04060419002036042,0.04061067741791313,0.04060134357958467,0.04061352433882548,0.04059305046942763,0.04062183302391853,0.03973104081542078,0.041480699013881406,0.042639019351538465,0.03861127018309074,0.041718558903196756,0.03949807397669369,0.04060743249354948
13Jun2039,0.040611074958623,0.04061270730359852,0.04061027570313345,0.04061350731160919,0.0406094629326574,0.04061432056107428,0.04060864740799332,0.04061513622065038,0.04060580034639026,0.040617983762635285,0.04059750542769383,0.040626294260560365,0.03973530976506832,0.04148534960313959,0.042643931460889385,0.038615303352444105,0.04172326261951814,0.0395022933278167,0.040611890588439656
11Jun2040,0.040604388326963045,0.040606020137985796,0.04060358933290828,0.04060681988429989,0.04060277682828198,0.04060763286773203,0.04060196157036501,0.04060844826048151,0.04059911543995287,0.04061129487090851,0.04059082323391753,0.04061960264973332,0.0397289065691698,0.0414783739790404,0.042636563578790164,0.03860925380837179,0.04171620730927353,0.039495964525746226,0.04060520368998346
11Jun2041,0.04060661704160662,0.040608249030594123,0.04060581796041651,0.04060904886413108,0.04060500536718359,0.04060986193623117,0.04060419002036064,0.04061067741791313,0.04060134357958489,0.04061352433882548,0.04059305046942807,0.04062183302391831,0.03973104081542078,0.041480699013881184,0.042639019351538465,0.03861127018309052,0.041718558903196756,0.039498073976693915,0.040607432493549256
11Jun2042,0.04060661704160662,0.04060824903059457,0.04060581796041651,0.0406090488641313,0.040605005367183145,0.04060986193623117,0.0406041900203602,0.04061067741791313,0.04060134357958467,0.04061352433882548,0.04059305046942763,0.04062183302391853,0.03973104081542078,0.041480699013881184,0.04263901935153802,0.03861127018309096,0.04171855890319698,0.03949807397669414,0.0406074324935497
11Jun2043,0.04060661704160662,0.040608249030594123,0.04060581796041629,0.04060904886413108,0.04060500536718359,0.04060986193623117,0.0406041900203602,0.04061067741791291,0.04060134357958467,0.0406135243388257,0.04059305046942807,0.04062183302391831,0.03973104081542056,0.041480699013881184,0.042639019351538465,0.03861127018309074,0.041718558903196534,0.039498073976693915,0.04060743249354948
13Jun2044,0.04061330416102233,0.0406149366840208,0.040612504818368624,0.04061573677928239,0.04061169195925601,0.04061655011744459,0.040610876345658034,0.04061736586598264,0.04060802897359007,0.04062021371855419,0.0405997331504758,0.040628525123043886,0.03973744446848958,0.041487675157586425,0.042646387797524825,0.03861732014710007,0.04172561474194604,0.03950440322801548,0.040614119879790196
